2025-11-11 11:31:20.697113,Square,red2
2025-11-11 11:31:20.697113,Rectangle,green
2025-11-11 11:31:20.697113,Square,green
2025-11-11 11:31:20.697113,Circle,blue
2025-11-11 11:31:20.852521,Rectangle,red1
2025-11-11 11:31:20.852521,Triangle,red1
2025-11-11 11:31:20.852521,Rectangle,red1
2025-11-11 11:31:20.852521,Square,red2
2025-11-11 11:31:20.852521,Rectangle,green
2025-11-11 11:31:20.852521,Circle,blue
2025-11-11 11:31:21.025804,Triangle,red1
2025-11-11 11:31:21.025804,Triangle,red1
2025-11-11 11:31:21.025804,Square,red2
2025-11-11 11:31:21.025804,Rectangle,green
2025-11-11 11:31:21.025804,Circle,green
2025-11-11 11:31:21.025804,Triangle,green
2025-11-11 11:31:21.025804,Circle,blue
2025-11-11 11:31:21.025804,Rectangle,blue
2025-11-11 11:31:21.025804,Circle,blue
2025-11-11 11:31:21.184118,Rectangle,red1
2025-11-11 11:31:21.184118,Triangle,red1
2025-11-11 11:31:21.184118,Rectangle,red1
2025-11-11 11:31:21.184118,Square,red2
2025-11-11 11:31:21.184118,Rectangle,green
2025-11-11 11:31:21.184118,Square,green
2025-11-11 11:31:21.184118,Rectangle,blue
2025-11-11 11:31:21.184118,Circle,blue
2025-11-11 11:31:21.373521,Triangle,red1
2025-11-11 11:31:21.373521,Rectangle,red1
2025-11-11 11:31:21.373521,Square,red2
2025-11-11 11:31:21.373521,Rectangle,green
2025-11-11 11:31:21.373521,Rectangle,green
2025-11-11 11:31:21.373521,Circle,blue
2025-11-11 11:31:21.373521,Circle,blue
2025-11-11 11:31:21.373521,Circle,blue
2025-11-11 11:31:21.562018,Square,red2
2025-11-11 11:31:21.562018,Rectangle,green
2025-11-11 11:31:21.562018,Rectangle,blue
2025-11-11 11:31:21.562018,Circle,blue
2025-11-11 11:31:21.729498,Circle,red2
2025-11-11 11:31:21.729498,Rectangle,green
2025-11-11 11:31:21.729498,Rectangle,green
2025-11-11 11:31:21.729498,Triangle,green
2025-11-11 11:31:21.729498,Circle,green
2025-11-11 11:31:21.729498,Circle,blue
2025-11-11 11:31:21.898511,Circle,red1
2025-11-11 11:31:21.898511,Circle,red1
2025-11-11 11:31:21.898511,Circle,red2
2025-11-11 11:31:21.898511,Circle,green
2025-11-11 11:31:21.898511,Square,green
2025-11-11 11:31:21.898511,Circle,blue
2025-11-11 11:31:21.898511,Circle,blue
2025-11-11 11:31:22.088043,Circle,red1
2025-11-11 11:31:22.088043,Rectangle,red1
2025-11-11 11:31:22.088043,Square,red2
2025-11-11 11:31:22.088043,Rectangle,green
2025-11-11 11:31:22.088043,Circle,green
2025-11-11 11:31:22.088043,Circle,green
2025-11-11 11:31:22.088043,Rectangle,green
2025-11-11 11:31:22.088043,Circle,blue
2025-11-11 11:31:22.274616,Triangle,red1
2025-11-11 11:31:22.274616,Rectangle,red1
2025-11-11 11:31:22.274616,Square,red2
2025-11-11 11:31:22.274616,Rectangle,green
2025-11-11 11:31:22.274616,Square,green
2025-11-11 11:31:22.274616,Rectangle,blue
2025-11-11 11:31:22.274616,Circle,blue
2025-11-11 11:31:22.466192,Triangle,red1
2025-11-11 11:31:22.466192,Triangle,red1
2025-11-11 11:31:22.466192,Square,red2
2025-11-11 11:31:22.466192,Triangle,green
2025-11-11 11:31:22.466192,Circle,blue
2025-11-11 11:31:22.466192,Circle,blue
2025-11-11 11:31:22.660176,Circle,red1
2025-11-11 11:31:22.660176,Rectangle,red1
2025-11-11 11:31:22.660176,Rectangle,red1
2025-11-11 11:31:22.660176,Rectangle,red1
2025-11-11 11:31:22.660176,Square,red2
2025-11-11 11:31:22.660176,Rectangle,green
2025-11-11 11:31:22.660176,Circle,green
2025-11-11 11:31:22.660176,Rectangle,green
2025-11-11 11:31:22.660176,Circle,blue
2025-11-11 11:31:22.660176,Circle,blue
2025-11-11 11:31:22.833693,Circle,red1
2025-11-11 11:31:22.833693,Rectangle,red1
2025-11-11 11:31:22.833693,Rectangle,green
2025-11-11 11:31:22.833693,Triangle,green
2025-11-11 11:31:22.833693,Rectangle,blue
2025-11-11 11:31:22.833693,Circle,blue
2025-11-11 11:31:22.994961,Triangle,red1
2025-11-11 11:31:22.994961,Rectangle,red1
2025-11-11 11:31:22.994961,Rectangle,green
2025-11-11 11:31:22.994961,Rectangle,green
2025-11-11 11:31:22.994961,Circle,green
2025-11-11 11:31:22.994961,Triangle,blue
2025-11-11 11:31:22.994961,Circle,blue
2025-11-11 11:31:23.183586,Circle,red1
2025-11-11 11:31:23.183586,Rectangle,red1
2025-11-11 11:31:23.183586,Rectangle,red1
2025-11-11 11:31:23.183586,Square,red2
2025-11-11 11:31:23.183586,Rectangle,green
2025-11-11 11:31:23.183586,Triangle,green
2025-11-11 11:31:23.183586,Triangle,green
2025-11-11 11:31:23.183586,Rectangle,blue
2025-11-11 11:31:23.183586,Circle,blue
2025-11-11 11:31:23.524768,Circle,red1
2025-11-11 11:31:23.524768,Triangle,red1
2025-11-11 11:31:23.524768,Square,red2
2025-11-11 11:31:23.524768,Rectangle,green
2025-11-11 11:31:23.524768,Circle,blue
2025-11-11 11:31:23.524768,Rectangle,blue
2025-11-11 11:31:23.524768,Circle,blue
2025-11-11 11:31:23.723118,Circle,red1
2025-11-11 11:31:23.723118,Circle,red1
2025-11-11 11:31:23.723118,Circle,red2
2025-11-11 11:31:23.723118,Rectangle,green
2025-11-11 11:31:23.723118,Rectangle,green
2025-11-11 11:31:23.723118,Rectangle,blue
2025-11-11 11:31:23.723118,Circle,blue
2025-11-11 11:31:23.910733,Square,red1
2025-11-11 11:31:23.910733,Triangle,red1
2025-11-11 11:31:23.910733,Square,red2
2025-11-11 11:31:23.910733,Circle,blue
2025-11-11 11:31:26.039628,Rectangle,red1
2025-11-11 11:31:26.039628,Rectangle,red1
2025-11-11 11:31:26.039628,Rectangle,red1
2025-11-11 11:31:26.039628,Square,red2
2025-11-11 11:31:26.039628,Rectangle,green
2025-11-11 11:31:26.039628,Triangle,green
2025-11-11 11:31:26.039628,Triangle,blue
